dataset,accuracy
irregular_decagons_color,99.955
irregular_hexagons,99.985
irregular_pentagons_color,99.88
normal,99.995
normal_small_radius,100.0
rigid_decagons_color,63.13999999999999
rigid_hexagons,83.055
rigid_rectangles,91.63
rigid_triangles_color,97.245
smooth_high_fourier,99.99
smooth_low_fourier,99.83999999999999
smooth_mid_fourier_color,99.86
symm_color_big,99.91
symm_short,99.895
