dataset,accuracy
irregular_decagons_color,52.925
irregular_hexagons,55.38999999999999
normal,99.54499999999999
normal_small_radius,99.495
rigid_decagons_color,50.0
rigid_hexagons,50.0
rigid_rectangles,50.065000000000005
smooth_high_fourier,99.19
smooth_low_fourier,54.16
smooth_mid_fourier_color,53.26499999999999
symm_color_big,50.449999999999996
symm_short,53.87
